z,symbol,charge,electron_count,state_source,source_table,state_role,physical_status,include_reason
1,H,-1,2,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
1,H,0,1,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
2,He,0,2,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
2,He,1,1,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
3,Li,-1,4,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
3,Li,0,3,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
3,Li,1,2,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
4,Be,-1,5,formal_rule,curated/formal_atoms_ions.csv,formal_monoanion,not_claimed,review_unbound_but_required_by_policy
4,Be,0,4,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
4,Be,1,3,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
4,Be,2,2,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
5,B,-2,7,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
5,B,-1,6,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
5,B,0,5,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
5,B,1,4,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
5,B,2,3,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
5,B,3,2,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
6,C,-3,9,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,carbon_pnictogen_formal_trianion_policy
6,C,-2,8,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
6,C,-1,7,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
6,C,0,6,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
6,C,1,5,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
6,C,2,4,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
6,C,3,3,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
7,N,-3,10,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,carbon_pnictogen_formal_trianion_policy
7,N,-2,9,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
7,N,-1,8,formal_rule,curated/formal_atoms_ions.csv,formal_monoanion,not_claimed,review_unbound_but_required_by_policy
7,N,0,7,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
7,N,1,6,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
7,N,2,5,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
7,N,3,4,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
8,O,-2,10,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
8,O,-1,9,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
8,O,0,8,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
8,O,1,7,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
8,O,2,6,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
8,O,3,5,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
9,F,-1,10,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
9,F,0,9,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
9,F,1,8,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
9,F,2,7,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
9,F,3,6,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
10,Ne,0,10,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
10,Ne,1,9,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
10,Ne,2,8,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
10,Ne,3,7,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
11,Na,-1,12,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
11,Na,0,11,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
11,Na,1,10,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
12,Mg,-1,13,formal_rule,curated/formal_atoms_ions.csv,formal_monoanion,not_claimed,review_unbound_but_required_by_policy
12,Mg,0,12,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
12,Mg,1,11,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
12,Mg,2,10,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
13,Al,-2,15,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
13,Al,-1,14,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
13,Al,0,13,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
13,Al,1,12,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
13,Al,2,11,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
13,Al,3,10,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
14,Si,-2,16,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
14,Si,-1,15,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
14,Si,0,14,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
14,Si,1,13,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
14,Si,2,12,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
14,Si,3,11,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
15,P,-3,18,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,carbon_pnictogen_formal_trianion_policy
15,P,-2,17,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
15,P,-1,16,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
15,P,0,15,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
15,P,1,14,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
15,P,2,13,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
15,P,3,12,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
16,S,-2,18,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
16,S,-1,17,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
16,S,0,16,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
16,S,1,15,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
16,S,2,14,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
16,S,3,13,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
17,Cl,-1,18,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
17,Cl,0,17,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
17,Cl,1,16,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
17,Cl,2,15,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
17,Cl,3,14,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
18,Ar,0,18,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
18,Ar,1,17,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
18,Ar,2,16,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
18,Ar,3,15,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
19,K,-1,20,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
19,K,0,19,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
19,K,1,18,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
20,Ca,-1,21,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
20,Ca,0,20,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
20,Ca,1,19,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
20,Ca,2,18,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
21,Sc,-1,22,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
21,Sc,0,21,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
21,Sc,1,20,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
21,Sc,2,19,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
21,Sc,3,18,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
22,Ti,-1,23,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
22,Ti,0,22,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
22,Ti,1,21,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
22,Ti,2,20,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
22,Ti,3,19,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
23,V,-1,24,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
23,V,0,23,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
23,V,1,22,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
23,V,2,21,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
23,V,3,20,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
24,Cr,-1,25,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
24,Cr,0,24,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
24,Cr,1,23,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
24,Cr,2,22,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
24,Cr,3,21,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
25,Mn,-1,26,formal_rule,curated/formal_atoms_ions.csv,formal_monoanion,not_claimed,review_unbound_but_required_by_policy
25,Mn,0,25,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
25,Mn,1,24,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
25,Mn,2,23,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
25,Mn,3,22,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
26,Fe,-1,27,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
26,Fe,0,26,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
26,Fe,1,25,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
26,Fe,2,24,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
26,Fe,3,23,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
27,Co,-1,28,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
27,Co,0,27,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
27,Co,1,26,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
27,Co,2,25,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
27,Co,3,24,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
28,Ni,-1,29,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
28,Ni,0,28,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
28,Ni,1,27,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
28,Ni,2,26,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
28,Ni,3,25,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
29,Cu,-1,30,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
29,Cu,0,29,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
29,Cu,1,28,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
29,Cu,2,27,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
29,Cu,3,26,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference_uncertain,experimental_or_evaluated,v2_cation_charge_policy
30,Zn,-1,31,formal_rule,curated/formal_atoms_ions.csv,formal_monoanion,not_claimed,review_unbound_but_required_by_policy
30,Zn,0,30,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
30,Zn,1,29,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
30,Zn,2,28,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
30,Zn,3,27,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
31,Ga,-2,33,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
31,Ga,-1,32,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
31,Ga,0,31,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
31,Ga,1,30,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
31,Ga,2,29,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
31,Ga,3,28,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
32,Ge,-2,34,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
32,Ge,-1,33,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
32,Ge,0,32,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
32,Ge,1,31,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
32,Ge,2,30,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
32,Ge,3,29,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
33,As,-3,36,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,carbon_pnictogen_formal_trianion_policy
33,As,-2,35,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
33,As,-1,34,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
33,As,0,33,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
33,As,1,32,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
33,As,2,31,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
33,As,3,30,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
34,Se,-2,36,formal_rule,curated/formal_atoms_ions.csv,formal_multianion,not_claimed,p_block_formal_dianion_policy
34,Se,-1,35,ning2022,source/ning2022/ning2022_monoanions.csv,bound_experimental,experimental_or_evaluated,accepted_physical_or_provisional_monoanion
34,Se,0,34,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,neutral_reference_policy
34,Se,1,33,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,reference,experimental_or_evaluated,v2_cation_charge_policy
